lr,weight_decay,alpha,beta,mean_Val_AUQC,mean_AUUC,mean_AUQC,mean_Lift,mean_KRCC,mean_ATE_Err,std_Val_AUQC,std_AUUC,std_AUQC,std_Lift,std_KRCC,std_ATE_Err
5e-05,0.0001,0.1,0.1,0.7283325229537624,0.6416228804754109,0.6417161950575303,0.005070570576936007,0.04906065915622445,0.014084519818425179,0.18596824607919654,0.21510720209386863,0.21639682941768942,0.0035742572503320138,0.09325491789368957,0.010746487416327
0.0005,1e-05,0.5,0.5,0.7803553771170455,0.6414186069870713,0.6412189617206787,0.004384878650307655,0.07819549754626362,0.02195843495428562,0.12833379132754977,0.21812747734805343,0.21970808685920803,0.0032029609806838084,0.10722212641645852,0.005667152814567089
0.0005,0.0001,1.0,0.5,0.7651262863019953,0.6415427784987588,0.6411478942517015,0.004066945146769285,0.08099332915202642,0.021920308470726013,0.12939785065596832,0.20511012654227428,0.20668805440824126,0.003191572502563203,0.10326605975222501,0.0077972933650016785
0.0005,1e-06,1.0,0.1,0.7575254087330254,0.641730687179779,0.6410680219378,0.005020827613770961,0.03311851334956253,0.014200067147612572,0.13180459845050843,0.21367767457869308,0.21378937335034848,0.0033993270057061055,0.10935800205731487,0.012073964811861515
0.0005,0.0,0.1,0.5,0.7685148084981572,0.6395441126872733,0.639377823094224,0.0038540465757250786,0.06635444465324429,0.02995765209197998,0.11038056593863516,0.21525334576347638,0.2166476999556925,0.002899120242096,0.113352132617422,0.019123509526252747
0.0005,0.0,0.1,0.1,0.762630727758129,0.6402767388565511,0.6389798207721485,0.004157230257987976,0.06035821424913399,0.013405486941337585,0.14210757949315106,0.21635440992874724,0.21636317072561034,0.0033343330328264244,0.10487715273830207,0.014483701437711716
0.0005,0.0,1.0,0.1,0.7623943145463159,0.6388800390131613,0.6382644391459171,0.0046846727840602394,0.028280062515144477,0.014123940840363503,0.13206049791478194,0.21006681759429516,0.2100856538380026,0.003072783902068036,0.08480740675333538,0.01214783638715744
0.0005,1e-06,0.1,0.5,0.7710865261566233,0.6379144300511357,0.6376732601215604,0.003637113142758608,0.0650451972337522,0.022555548697710037,0.10987995901763715,0.2190569121036976,0.22051226041657712,0.0033710974971823348,0.10079648263167089,0.006149965338408947
0.0005,0.0001,0.1,0.1,0.7531691244541039,0.6396284781177901,0.6374908606235372,0.003976960107684136,0.04469693272722241,0.014572471380233765,0.14097004740664007,0.2251446101368128,0.22465477026106823,0.003565466082797116,0.09994458421690847,0.013286592438817024
0.0005,1e-06,0.5,0.5,0.7746740247752731,0.6365575396675258,0.6361907272205309,0.00425924900919199,0.06204695950019399,0.02179723046720028,0.12709201046408855,0.2191881698488639,0.22054467851599663,0.0036756296599447778,0.10804146199159413,0.005489094648510218
0.0005,0.0,0.5,0.5,0.7731616152187513,0.6354611990170026,0.6350665355338865,0.0038800643756985664,0.08229826584776247,0.0218976903706789,0.1239211331834918,0.21529161715426132,0.21659667583257797,0.0033766751185275706,0.10960967859410771,0.005623999983072281
0.0005,1e-05,1.0,0.5,0.7751159816699984,0.6337938244158434,0.6334990967665187,0.004069629311561585,0.08816046420104706,0.020281068980693817,0.1267471063063552,0.21000593880980226,0.21148681591915494,0.00317407729164589,0.11611797259029956,0.006450559478253126
0.0005,1e-06,1.0,0.5,0.7698263333897505,0.628812057353096,0.6284094173604495,0.004174953512847424,0.08950930657429068,0.020979534834623337,0.12848693381538834,0.2172868852462049,0.21859356729582133,0.0031915896491558618,0.10720705575884554,0.005140637047588825
0.0005,0.0,1.0,0.5,0.7662683978716928,0.6247083558725574,0.6243067846421392,0.004269285965710879,0.07426748245748394,0.02158222161233425,0.12590565142332386,0.21240377547362788,0.21376380363975295,0.002964407715670958,0.1098645982053689,0.004903148859739304
0.0005,1e-05,1.0,0.1,0.7678856843617795,0.6160240427713485,0.615218974992826,0.0035437696613371374,0.035995490880564904,0.013578897342085838,0.1262007346457693,0.22255953655546468,0.22233677650164826,0.003341958013548335,0.1087335583754732,0.012594485655426979
